Date,Open,High,Low,Close
6-May-2019,14109.35,14151.91,14049.24,14095.51,
7-May-2019,14107.64,14148.24,14012.45,14033.54,
8-May-2019,14007.60,14044.90,13832.06,13856.27,
9-May-2019,13833.82,13853.21,13703.73,13818.08,
10-May-2019,13807.86,13873.88,13762.59,13797.30,
13-May-2019,13794.63,13800.75,13014.35,13310.47,
14-May-2019,13321.91,13552.53,13253.97,13452.29,
15-May-2019,13466.49,13551.41,13321.97,13350.68,
16-May-2019,13362.47,13362.47,13028.70,13333.76,
17-May-2019,13328.30,13328.30,13137.42,13201.18,
20-May-2019,13385.07,13449.91,13208.44,13341.14,
21-May-2019,13361.57,13587.00,13239.33,13260.26,
22-May-2019,13280.91,13364.90,13160.46,13290.30,
23-May-2019,13375.26,13432.87,13213.37,13235.84,
24-May-2019,13288.44,13410.64,13271.01,13395.55,
27-May-2019,13384.15,13455.35,13323.24,13360.59,
28-May-2019,13372.08,13444.32,13327.72,13371.02,
29-May-2019,13401.27,13417.84,13268.26,13312.60,
30-May-2019,13353.36,13392.10,13299.15,13326.44,
31-May-2019,13356.20,13418.74,13255.76,13305.06,
3-June-2019,13300.93,13441.69,13221.39,13425.53,
4-June-2019,13426.91,13508.13,13238.17,13292.63,
6-June-2019,13320.40,13325.03,13086.71,13108.01,
7-June-2019,13110.74,13113.92,12889.63,13038.91,
10-June-2019,13100.68,13126.83,13013.59,13090.75,
11-June-2019,13080.41,13172.02,12976.45,13128.12,
12-June-2019,13174.82,13174.82,13017.64,13044.91,
13-June-2019,13043.77,13059.26,12896.29,13007.76,
14-June-2019,13014.44,13014.93,12790.64,12899.08,
17-June-2019,12921.91,12951.29,12719.05,12745.06,
18-June-2019,12736.36,12806.11,12634.71,12674.68,
19-June-2019,12688.66,12729.05,12461.51,12511.23,
20-June-2019,12487.02,12809.55,12448.23,12795.83,
21-June-2019,12797.30,12807.63,12654.74,12687.91,
24-June-2019,12703.31,12723.15,12641.58,12694.94,
25-June-2019,12716.66,12750.80,12625.73,12734.19,
26-June-2019,12723.05,12901.04,12709.94,12869.50,
27-June-2019,12881.61,12956.41,12813.43,12882.06,
28-June-2019,12917.44,13024.31,12845.53,12889.34,
1-July-2019,12902.15,13046.89,12902.15,13029.99,
2-July-2019,13051.63,13063.47,12900.83,12947.87,
3-July-2019,12976.31,12976.31,12880.51,12936.35,
4-July-2019,12980.17,12999.38,12871.29,12888.37,
5-July-2019,12906.91,12933.43,12703.43,12719.23,
8-July-2019,12696.81,12696.81,12533.78,12554.00,
9-July-2019,12596.19,12833.09,12553.91,12781.06,
10-July-2019,12802.79,12819.59,12722.61,12755.39,
11-July-2019,12800.19,12909.90,12790.80,12859.49,
12-July-2019,12891.74,12965.78,12846.54,12923.39,
15-July-2019,12995.48,13072.16,12945.97,13012.26,
16-July-2019,13004.99,13191.86,12972.80,13174.00,
17-July-2019,13198.16,13205.75,13116.99,13151.99,
18-July-2019,13155.54,13155.65,12995.21,13005.36,
19-July-2019,13011.07,13081.75,12758.13,12772.44,
22-July-2019,12770.14,12892.27,12672.91,12823.75,
23-July-2019,12841.01,12874.02,12752.81,12780.22,
24-July-2019,12790.83,12810.46,12595.63,12636.19,
25-July-2019,12646.62,12863.55,12626.04,12840.03,
26-July-2019,12867.95,12985.00,12790.31,12959.25,
29-July-2019,12988.70,12990.51,12750.38,12797.40,
30-July-2019,12821.52,13001.25,12552.83,12584.62,
31-July-2019,12587.50,12720.31,12482.21,12704.38,
1-August-2019,12669.69,12687.05,12477.28,12587.20,
2-August-2019,12560.00,12662.02,12436.79,12555.44,
5-August-2019,12501.32,12522.40,12347.46,12441.64,
6-August-2019,12415.11,12581.25,12404.85,12506.46,
7-August-2019,12529.12,12695.10,12520.01,12570.50,
8-August-2019,12604.71,12733.72,12542.57,12702.20,
9-August-2019,12748.30,12802.49,12662.30,12693.67,
13-August-2019,12692.02,12766.92,12518.81,12577.85,
14-August-2019,12605.29,12624.26,12313.62,12512.57,
16-August-2019,12529.47,12547.29,12396.13,12476.15,
19-August-2019,12541.67,12672.36,12527.11,12545.62,
20-August-2019,12583.65,12587.45,12448.14,12528.67,
21-August-2019,12528.18,12543.14,12385.96,12407.55,
22-August-2019,12404.64,12459.14,12315.02,12347.70,
23-August-2019,12366.69,12476.82,12182.39,12460.77,
26-August-2019,12521.71,12569.15,12356.69,12548.73,
27-August-2019,12592.54,12647.91,12541.19,12560.87,
28-August-2019,12571.64,12669.64,12431.35,12475.13,
29-August-2019,12549.22,12679.28,12470.00,12661.94,
30-August-2019,12673.84,12923.77,12630.18,12875.40,
3-September-2019,12870.14,12932.71,12731.73,12771.93,
4-September-2019,12715.46,12797.58,12562.87,12773.12,
5-September-2019,12797.84,12930.27,12787.68,12915.52,
6-September-2019,12829.17,12971.02,12829.17,12952.63,
9-September-2019,12960.65,13056.81,12957.14,13017.57,
11-September-2019,13038.98,13134.46,13032.29,13058.32,
12-September-2019,13112.25,13153.17,13030.78,13072.21,
13-September-2019,13128.58,13128.58,12933.76,13022.70,
16-September-2019,13013.44,13124.18,12966.41,13071.02,
17-September-2019,13089.27,13120.52,12824.93,12847.65,
18-September-2019,12906.42,12915.93,12811.40,12882.46,
19-September-2019,12893.91,12901.27,12693.36,12711.03,
20-September-2019,12752.47,13044.82,12664.99,13016.57,
23-September-2019,13123.09,13147.32,12916.99,12967.88,
24-September-2019,12962.24,13094.61,12886.46,12999.61,
25-September-2019,12985.60,12990.46,12780.15,12808.18,
26-September-2019,12823.44,12903.14,12813.08,12892.82,
27-September-2019,12910.92,12913.99,12674.81,12692.61,
30-September-2019,12694.83,12694.83,12434.26,12493.53,
1-October-2019,12508.18,12555.68,12254.02,12357.14,
3-October-2019,12328.56,12375.37,12194.06,12341.68,
4-October-2019,12388.67,12440.10,12257.16,12274.27,
7-October-2019,12314.90,12314.90,11954.75,11976.39,
9-October-2019,12004.36,12109.59,11873.70,12089.46,
10-October-2019,12059.50,12125.63,11979.48,12089.61,
11-October-2019,12116.79,12172.42,11973.53,12152.32,
14-October-2019,12166.45,12336.21,12165.31,12258.08,
15-October-2019,12274.90,12365.91,12254.73,12344.78,
16-October-2019,12360.79,12410.49,12319.24,12399.04,
17-October-2019,12399.84,12518.07,12351.26,12503.06,
18-October-2019,12516.36,12673.55,12480.00,12635.07,
22-October-2019,12645.05,12902.30,12639.88,12831.86,
23-October-2019,12895.53,12899.38,12822.66,12860.61,
24-October-2019,12872.41,12935.25,12797.28,12887.81,
25-October-2019,12893.25,12943.30,12757.76,12897.86,
27-October-2019,12934.51,13010.83,12925.55,12984.76,
29-October-2019,12995.47,13153.74,12990.17,13101.45,
30-October-2019,13155.28,13170.46,13065.53,13107.34,
31-October-2019,13129.81,13270.39,13129.28,13229.05,
1-November-2019,13249.92,13356.02,13246.58,13300.13,
4-November-2019,13330.35,13443.53,13305.92,13321.11,
5-November-2019,13339.29,13393.14,13160.87,13187.93,
6-November-2019,13214.02,13413.55,13179.99,13231.15,
7-November-2019,13298.13,13340.27,13204.20,13315.65,
8-November-2019,13346.57,13346.57,13072.20,13089.52,
11-November-2019,13084.32,13163.34,13002.53,13126.16,
13-November-2019,13127.12,13204.23,12939.66,12957.23,
14-November-2019,12956.83,12988.52,12858.14,12922.97,
15-November-2019,12951.67,13071.92,12866.30,13002.75,
18-November-2019,13039.52,13211.08,13032.57,13160.07,
19-November-2019,13187.88,13250.49,13180.74,13206.86,
20-November-2019,13245.68,13559.74,13213.01,13472.02,
21-November-2019,13496.43,13542.04,13409.09,13421.06,
22-November-2019,13446.84,13542.28,13343.19,13400.50,
25-November-2019,13418.09,13611.90,13398.00,13590.56,
26-November-2019,13621.68,13711.61,13514.14,13552.89,
27-November-2019,13568.44,13663.70,13553.37,13647.41,
28-November-2019,13668.11,13693.86,13618.03,13676.18,
29-November-2019,13687.88,13738.60,13552.46,13603.33,
2-December-2019,13578.58,13600.09,13461.44,13518.37,
3-December-2019,13531.84,13582.69,13423.89,13445.55,
4-December-2019,13459.18,13572.00,13420.31,13560.99,
5-December-2019,13607.32,13612.63,13454.51,13472.34,
6-December-2019,13516.10,13604.36,13329.89,13348.71,
9-December-2019,13408.81,13434.04,13302.11,13322.34,
10-December-2019,13353.05,13378.73,13207.56,13220.16,
11-December-2019,13287.57,13292.98,13205.88,13278.74,
12-December-2019,13291.89,13421.21,13291.89,13368.35,
13-December-2019,13374.88,13394.34,13275.87,13376.12,
16-December-2019,13358.00,13470.91,13337.54,13379.81,
17-December-2019,13394.30,13426.94,13322.56,13354.56,
18-December-2019,13379.74,13456.27,13364.71,13446.15,
19-December-2019,13462.99,13498.21,13398.40,13454.71,
20-December-2019,13452.48,13479.48,13379.96,13397.66,
23-December-2019,13398.03,13439.95,13351.08,13387.82,
24-December-2019,13402.73,13413.61,13347.64,13396.89,
26-December-2019,13428.36,13432.11,13304.44,13318.87,
27-December-2019,13316.10,13431.80,13314.66,13416.30,
30-December-2019,13465.34,13510.86,13439.67,13457.16,
31-December-2019,13463.64,13513.92,13408.32,13429.11,
1-January-2020,13429.02,13481.75,13423.95,13464.43,
2-January-2020,13465.93,13560.69,13464.05,13519.85,
3-January-2020,13524.09,13679.79,13485.83,13581.73,
6-January-2020,13576.31,13576.31,13316.31,13372.05,
7-January-2020,13409.65,13542.60,13389.32,13451.21,
8-January-2020,13448.97,13463.30,13335.06,13435.08,
9-January-2020,13482.85,13590.93,13482.85,13533.00,
10-January-2020,13540.46,13704.00,13540.22,13579.10,
13-January-2020,13606.41,13704.50,13598.94,13635.53,
14-January-2020,13663.28,13731.10,13657.08,13704.75,
15-January-2020,13727.29,13802.54,13670.65,13788.07,
16-January-2020,13812.95,13898.81,13805.21,13875.84,
17-January-2020,13888.94,14089.27,13876.98,14051.24,
20-January-2020,14087.15,14116.85,13984.29,14008.11,
21-January-2020,13997.37,14065.91,13941.66,14005.45,
22-January-2020,14036.61,14155.39,13992.57,14003.34,
23-January-2020,13996.19,14122.45,13967.13,14105.75,
24-January-2020,14102.82,14173.91,14087.58,14108.82,
27-January-2020,14112.05,14377.36,14058.72,14310.13,
28-January-2020,14354.54,14414.14,14255.23,14276.25,
29-January-2020,14291.08,14381.30,14244.23,14290.43,
30-January-2020,14295.58,14315.61,14063.80,14090.86,
31-January-2020,14153.66,14171.13,13941.08,13957.01,
1-February-2020,13950.43,14051.46,13684.64,13734.31,
3-February-2020,13793.13,13884.19,13711.01,13739.50,
4-February-2020,13742.73,13952.24,13725.86,13888.10,
5-February-2020,13947.75,14012.79,13871.13,13946.51,
6-February-2020,13995.91,14117.18,13993.83,14057.43,
7-February-2020,14081.86,14309.18,14041.21,14282.78,
10-February-2020,14310.00,14346.54,14209.58,14241.20,
11-February-2020,14303.62,14392.04,14293.79,14334.11,
12-February-2020,14382.14,14407.59,14246.36,14295.82,
13-February-2020,14322.96,14458.90,14267.37,14446.76,
14-February-2020,14449.72,14529.81,14394.09,14415.00,
17-February-2020,14460.66,14482.70,14180.79,14198.79,
18-February-2020,14181.29,14216.43,13990.32,14200.46,
19-February-2020,14279.77,14515.57,14279.59,14501.72,
20-February-2020,14552.75,14663.74,14506.95,14535.10,
24-February-2020,14447.31,14467.66,14173.07,14205.73,
25-February-2020,14272.37,14289.67,13974.60,14037.95,
26-February-2020,14003.78,14045.06,13887.20,13908.64,
27-February-2020,13912.47,13952.41,13753.98,13936.86,
28-February-2020,13800.61,13800.72,13468.47,13480.10,
2-March-2020,13606.57,13773.56,13341.18,13417.10,
3-March-2020,13483.29,13976.36,13483.29,13922.83,
4-March-2020,13984.92,14172.87,13840.72,14080.49,
5-March-2020,14117.72,14315.67,14112.83,14145.20,
6-March-2020,13896.89,14003.58,13757.58,13968.00,
9-March-2020,13887.69,13890.80,13371.14,13505.03,
11-March-2020,13544.98,13600.04,13322.58,13356.49,
12-March-2020,13190.63,13190.63,12173.87,12249.89,
13-March-2020,11870.03,12898.72,11235.37,12675.33,
16-March-2020,12550.32,12783.01,12122.19,12178.59,
17-March-2020,12213.08,12547.97,12115.03,12175.16,
18-March-2020,12357.67,12440.53,11558.95,11608.36,
19-March-2020,11440.66,11672.63,10982.21,11397.25,
20-March-2020,11610.76,12166.14,11546.47,11992.04,
23-March-2020,11637.36,11753.18,10947.99,11007.36,
24-March-2020,11244.24,11582.72,11093.93,11264.24,
25-March-2020,11278.19,11497.25,11189.74,11430.03,
26-March-2020,11602.49,11853.42,11511.06,11607.39,
27-March-2020,11821.09,11988.15,11475.54,11628.78,
30-March-2020,11660.75,11821.79,11460.88,11753.37,
31-March-2020,11992.18,12195.65,11883.16,12148.57,
1-April-2020,12271.45,12271.45,11920.80,11969.45,
3-April-2020,11974.11,12500.68,11878.39,12394.97,
7-April-2020,12944.28,13545.37,12775.81,13504.01,
8-April-2020,13641.60,14289.35,13494.82,14023.83,
9-April-2020,14491.58,14820.13,14474.06,14553.34,
13-April-2020,14781.91,15024.51,14575.74,14770.31,
15-April-2020,15060.77,15280.77,14577.30,14757.68,
16-April-2020,14800.38,15043.93,14717.19,14993.76,
17-April-2020,15287.86,15359.01,14833.22,14890.41,
20-April-2020,14973.69,15008.62,14748.90,14903.08,
21-April-2020,14835.08,15353.91,14698.30,15101.65,
22-April-2020,15168.86,15271.44,15053.05,15126.59,
23-April-2020,15224.40,15440.38,15163.49,15201.80,
24-April-2020,15191.03,15588.56,15108.40,15421.75,
27-April-2020,15565.74,15764.90,15535.57,15656.67,
28-April-2020,15828.97,15829.59,15372.79,15398.11,
29-April-2020,15512.14,15531.82,15374.28,15421.30,
30-April-2020,15667.71,15680.23,15271.35,15332.39,
4-May-2020,15254.13,15486.21,15096.05,15365.22,
5-May-2020,15497.10,15586.09,15083.64,15120.00,
6-May-2020,15187.29,15254.82,15051.55,15159.77,
7-May-2020,15249.58,15349.58,15045.48,15061.18,
8-May-2020,15188.18,15333.05,15171.57,15271.29,
11-May-2020,15371.02,15371.02,15207.36,15237.15,
12-May-2020,15214.18,15295.25,15013.38,15145.68,
13-May-2020,15441.65,15446.16,15004.28,15022.10,
14-May-2020,14982.54,15226.53,14953.21,15102.85,
15-May-2020,15124.71,15168.29,14996.81,15029.45,
18-May-2020,15085.68,15174.26,14829.85,14900.61,
19-May-2020,15047.29,15093.05,14831.63,14883.04,
20-May-2020,14901.39,15396.23,14881.55,15353.57,
21-May-2020,15386.87,15508.70,15354.82,15452.05,
22-May-2020,15442.87,15537.21,15315.38,15518.21,
26-May-2020,15576.36,15636.56,15369.42,15417.95,
27-May-2020,15521.99,15521.99,15257.20,15287.99,
28-May-2020,15351.21,15351.21,15189.01,15297.26,
29-May-2020,15314.93,15681.99,15292.76,15646.40,
1-June-2020,15786.10,15786.10,15567.14,15710.86,
2-June-2020,15821.12,16039.54,15794.74,15817.29,
3-June-2020,15925.91,16008.51,15809.95,15837.58,
4-June-2020,15898.42,16134.53,15873.73,16098.86,
5-June-2020,16215.26,16324.87,16132.34,16158.68,
8-June-2020,16294.87,16298.85,15989.97,16014.76,
9-June-2020,16113.32,16363.07,16050.72,16199.93,
10-June-2020,16270.39,16386.43,16232.11,16332.49,
11-June-2020,16324.55,16408.56,16007.35,16043.13,
12-June-2020,15771.65,16151.77,15701.82,16130.05,
15-June-2020,16197.33,16379.18,16074.02,16172.50,
16-June-2020,16302.25,16353.10,15928.87,16135.23,
17-June-2020,16190.25,16265.12,16122.58,16184.88,
18-June-2020,16201.38,16268.30,16146.11,16169.58,
19-June-2020,16235.47,16331.83,16191.07,16208.34,
22-June-2020,16464.69,16651.54,16392.91,16574.56,
23-June-2020,16730.41,16835.86,16624.70,16816.42,
24-June-2020,16855.38,16883.20,16395.26,16420.91,
25-June-2020,16368.69,16611.32,16331.19,16579.89,
26-June-2020,16662.53,16717.14,16461.84,16490.06,
29-June-2020,16478.13,16608.26,16409.18,16462.67,
30-June-2020,16506.04,16539.72,16247.00,16262.97,
1-July-2020,16276.35,16282.67,16126.12,16168.85,
2-July-2020,16210.23,16332.26,16188.42,16284.83,
3-July-2020,16382.49,16424.73,16301.34,16344.06,
6-July-2020,16389.66,16428.00,16261.60,16313.52,
7-July-2020,16337.91,16447.52,16261.74,16280.37,
8-July-2020,16318.60,16470.99,16317.06,16363.05,
9-July-2020,16419.69,16505.57,16401.08,16461.00,
10-July-2020,16471.77,16686.44,16452.29,16570.93,
13-July-2020,16716.34,16731.21,16593.74,16653.77,
14-July-2020,16710.58,16745.24,16569.38,16655.59,
15-July-2020,16729.19,16840.35,16708.40,16738.21,
16-July-2020,16769.38,16956.54,16659.12,16942.14,
17-July-2020,16976.16,17145.02,16951.26,17123.86,
20-July-2020,17191.16,17193.22,16963.55,17010.25,
21-July-2020,17113.34,17168.54,16883.57,16907.83,
22-July-2020,16950.87,17127.41,16791.30,16888.12,
23-July-2020,16953.51,17182.68,16938.25,17167.05,
24-July-2020,17238.34,17331.04,17010.02,17082.53,
27-July-2020,17147.80,17147.80,16757.61,16833.14,
28-July-2020,16870.05,16993.71,16854.58,16965.99,
29-July-2020,17049.77,17372.09,17044.87,17327.61,
30-July-2020,17411.36,17769.07,17405.11,17675.44,
31-July-2020,17775.76,18327.04,17737.33,18284.76,
3-August-2020,18349.16,18748.72,18308.29,18387.59,
4-August-2020,18515.53,18659.52,18284.23,18629.90,
5-August-2020,18754.23,18814.91,18566.74,18610.98,
6-August-2020,18704.83,18901.81,18614.40,18821.24,
7-August-2020,18873.11,18984.33,18721.40,18760.84,
10-August-2020,19089.29,19719.94,19077.27,19641.58,
11-August-2020,19806.45,19846.11,19317.71,19379.79,
12-August-2020,19394.87,19394.87,19040.43,19095.99,
13-August-2020,19156.32,19298.27,18949.66,18971.20,
14-August-2020,19069.21,19369.96,18867.93,19114.40,
17-August-2020,19248.38,19283.18,18992.00,19114.41,
18-August-2020,19142.61,19248.86,19051.60,19093.22,
19-August-2020,19208.61,19305.08,19027.08,19061.19,
20-August-2020,19042.68,19222.47,18999.08,19088.96,
21-August-2020,19210.17,19385.17,19199.47,19228.16,
24-August-2020,19352.58,19379.49,19188.49,19261.89,
25-August-2020,19412.09,19416.23,19150.84,19169.09,
26-August-2020,19220.80,19238.18,19108.77,19153.30,
27-August-2020,19180.07,19404.06,19178.42,19312.48,
28-August-2020,19386.95,19487.94,19251.03,19278.82,
31-August-2020,19348.47,19389.72,18325.07,18387.62,
1-September-2020,18362.45,18807.58,18319.65,18745.24,
2-September-2020,18776.55,18968.83,18694.45,18890.79,
3-September-2020,18966.25,19112.22,18889.13,19024.64,
4-September-2020,18782.65,19130.15,18653.16,18734.15,
7-September-2020,18777.24,18918.61,18537.28,18755.83,
8-September-2020,18842.00,18905.23,18474.66,18520.12,
9-September-2020,18384.17,18759.75,18366.21,18721.91,
10-September-2020,18828.89,18929.11,18680.39,18768.96,
11-September-2020,18799.79,18903.77,18722.52,18833.63,
14-September-2020,18992.04,19068.17,18846.77,18952.31,
15-September-2020,18998.10,19442.41,18997.53,19318.12,
16-September-2020,19457.62,19662.85,19346.00,19624.10,
17-September-2020,19636.92,19755.13,19566.26,19714.66,
18-September-2020,19958.60,20689.07,19954.34,20404.76,
21-September-2020,20468.38,20638.72,19544.46,19614.16,
22-September-2020,19726.95,19768.97,19017.01,19614.95,
23-September-2020,19833.63,19849.24,19222.75,19379.79,
24-September-2020,19193.17,19411.05,18887.26,18957.80,
25-September-2020,19195.74,19468.31,19027.56,19406.27,
28-September-2020,19616.50,19890.93,19482.96,19836.74,
29-September-2020,19966.99,19966.99,19665.01,19711.28,
30-September-2020,19738.44,20091.51,19707.61,19799.24,
1-October-2020,19898.90,19994.38,19753.11,19885.72,
5-October-2020,19951.48,20227.36,19815.73,20172.19,
6-October-2020,20283.10,20383.50,20187.39,20213.54,
7-October-2020,20284.15,20368.11,20124.34,20206.57,
8-October-2020,20294.81,20549.78,20218.56,20509.48,
9-October-2020,20565.13,20658.76,20270.47,20301.40,
12-October-2020,20302.44,20424.73,20200.77,20394.95,
13-October-2020,20426.15,20593.09,20083.18,20144.67,
14-October-2020,20176.19,20215.64,19831.63,19996.82,
15-October-2020,20084.18,20098.71,19593.51,19653.37,
16-October-2020,19707.51,19936.49,19570.72,19916.50,
19-October-2020,20024.82,20035.43,19712.61,19742.73,
20-October-2020,19787.01,19923.00,19688.70,19772.27,
21-October-2020,19859.49,19859.49,19484.15,19748.80,
22-October-2020,19725.75,19728.92,19347.44,19670.58,
23-October-2020,19743.82,19845.82,19610.35,19637.28,
26-October-2020,19704.90,19756.58,19292.44,19369.04,
27-October-2020,19421.02,19697.65,19274.40,19666.09,
28-October-2020,19705.89,19802.07,19380.76,19404.15,
29-October-2020,19239.64,19437.16,19138.73,19256.27,
30-October-2020,19374.96,19397.68,19092.17,19257.76,
2-November-2020,19325.62,19325.62,19051.28,19110.11,
3-November-2020,19224.91,19413.87,19179.77,19343.75,
4-November-2020,19479.25,19684.64,19407.92,19590.19,
5-November-2020,19699.82,19789.00,19637.37,19774.37,
6-November-2020,19835.84,19862.14,19623.58,19653.30,
9-November-2020,19863.74,19875.20,19518.12,19634.43,
10-November-2020,19742.55,19742.55,18882.29,18925.62,
11-November-2020,19053.65,19504.15,19023.13,19484.37,
12-November-2020,19454.94,19737.24,19407.75,19571.63,
13-November-2020,19620.35,19842.62,19602.95,19826.74,
14-November-2020,19980.99,20002.03,19909.05,19938.94,
17-November-2020,20005.17,20027.32,19748.12,19791.50,
18-November-2020,19798.40,19840.96,19592.81,19687.79,
19-November-2020,19649.95,19874.82,19590.60,19628.78,
20-November-2020,19702.03,19810.68,19577.19,19722.73,
23-November-2020,19791.74,20183.18,19768.13,20062.65,
24-November-2020,20176.86,20310.66,20083.48,20270.33,
25-November-2020,20397.26,20435.50,19853.13,19886.97,
26-November-2020,19945.46,20162.87,19846.42,20123.16,
27-November-2020,20196.42,20425.02,20148.79,20318.54,
1-December-2020,20538.37,20640.29,20406.67,20606.76,
2-December-2020,20688.59,20697.29,20494.64,20635.90,
3-December-2020,20764.31,20814.64,20674.12,20787.72,
4-December-2020,20853.69,20995.68,20727.76,20977.30,
7-December-2020,21054.00,21416.70,20975.84,21305.63,
8-December-2020,21414.35,21454.36,20994.54,21164.62,
9-December-2020,21297.89,21379.43,21164.45,21184.36,
10-December-2020,21207.25,21269.17,20938.74,21117.55,
11-December-2020,21185.05,21227.63,20900.61,21027.20,
14-December-2020,21090.14,21226.79,21090.14,21143.45,
15-December-2020,21194.57,21248.41,21093.73,21139.11,
16-December-2020,21245.90,21350.93,21170.68,21304.60,
17-December-2020,21333.63,21534.94,21280.55,21320.32,
18-December-2020,21397.59,21504.91,21182.05,21475.36,
21-December-2020,21477.18,21643.67,20181.17,20687.51,
22-December-2020,20647.70,21092.17,20211.95,21038.39,
23-December-2020,21078.43,21429.98,21013.72,21404.26,
24-December-2020,21519.90,21646.91,21371.79,21617.31,
28-December-2020,21722.14,21790.27,21607.18,21647.85,
29-December-2020,21733.48,21827.51,21518.96,21582.75,
30-December-2020,21684.33,21698.31,21451.62,21580.59,
31-December-2020,21620.20,21806.61,21562.86,21681.24,
1-January-2021,21726.21,21901.79,21673.14,21854.61,
4-January-2021,21992.82,22087.47,21858.97,22053.75,
5-January-2021,22050.89,22169.72,21908.12,22106.68,
6-January-2021,22161.94,22197.50,21789.28,22016.85,
7-January-2021,22111.57,22173.50,21956.08,22012.21,
8-January-2021,22131.67,22345.68,22109.42,22286.01,
11-January-2021,22395.21,22430.73,22203.08,22381.80,
12-January-2021,22431.60,22464.34,22211.07,22241.59,
13-January-2021,22324.78,22351.26,21843.74,22064.43,
14-January-2021,22080.60,22338.46,21936.79,22299.54,
15-January-2021,22352.40,22363.07,21918.31,22034.93,
18-January-2021,22050.22,22079.42,21401.61,21525.44,
19-January-2021,21677.48,21898.71,21647.22,21853.93,
20-January-2021,21957.33,22025.06,21861.03,21883.29,
21-January-2021,22030.03,22030.03,21517.43,21584.72,
22-January-2021,21569.85,21607.21,21253.60,21334.09,
25-January-2021,21402.63,21719.83,21050.84,21532.11,
27-January-2021,21600.25,21600.25,21045.63,21170.67,
28-January-2021,20923.24,21145.88,20788.42,20983.44,
29-January-2021,21114.76,21187.69,20568.07,20628.71,
1-February-2021,20716.29,20762.51,20367.46,20683.18,
2-February-2021,20861.12,21122.81,20784.01,21063.29,
3-February-2021,21225.07,21756.39,21197.87,21568.28,
4-February-2021,21638.96,21798.26,21530.90,21631.27,
5-February-2021,21785.90,21928.54,21547.53,21805.64,
8-February-2021,21965.63,22062.65,21851.63,21891.63,
9-February-2021,21937.86,22002.99,21713.88,21770.61,
10-February-2021,21842.16,21901.53,21603.64,21856.07,
11-February-2021,21872.51,21944.65,21793.98,21903.45,
12-February-2021,22007.32,22021.46,21697.62,21776.26,
15-February-2021,21918.66,22009.87,21780.66,21923.98,
16-February-2021,21959.35,22061.43,21853.82,22033.32,
17-February-2021,22049.83,22093.50,21768.60,21831.84,
18-February-2021,21846.24,21879.47,21625.62,21666.34,
19-February-2021,21676.59,21676.59,21188.35,21332.21,
22-February-2021,21336.53,21410.48,20799.66,20912.99,
23-February-2021,20946.46,21111.91,20802.69,20948.21,
24-February-2021,21096.67,21128.46,20626.48,21022.84,
25-February-2021,21111.08,21355.75,21097.53,21181.74,
26-February-2021,21068.13,21399.87,20772.31,20855.65,
1-March-2021,21076.06,21182.49,20907.02,21132.63,
2-March-2021,21242.05,21397.58,21139.45,21367.15,
3-March-2021,21457.39,21580.24,21394.41,21559.64,
4-March-2021,21492.50,21666.64,21415.03,21520.12,
5-March-2021,21489.77,21500.26,21140.35,21205.34,
8-March-2021,21317.55,21417.48,21244.12,21269.01,
9-March-2021,21321.96,21403.52,21016.17,21162.18,
10-March-2021,21294.03,21447.21,21256.50,21421.49,
12-March-2021,21482.92,21547.53,21214.72,21286.27,
15-March-2021,21310.86,21345.09,20806.21,21068.44,
16-March-2021,21130.21,21178.38,21027.67,21110.17,
17-March-2021,21122.69,21140.67,20644.22,20691.30,
18-March-2021,20783.51,20853.29,20256.71,20313.47,
19-March-2021,20258.14,20589.71,19863.84,20545.15,
22-March-2021,20585.49,20785.82,20521.03,20751.16,
23-March-2021,20814.74,20927.78,20729.50,20901.62,
24-March-2021,20901.54,21054.14,20798.30,20847.86,
25-March-2021,20872.18,20964.32,20456.80,20608.45,
26-March-2021,20686.14,20831.00,20579.94,20760.17,
30-March-2021,20907.35,21278.62,20893.48,21248.36,
31-March-2021,21250.03,21368.48,21211.86,21328.21,
1-April-2021,21409.72,21542.81,21360.23,21528.53,
5-April-2021,21529.28,21633.75,21236.14,21571.96,
6-April-2021,21653.43,21945.69,21574.07,21926.98,
7-April-2021,22021.29,22190.55,22021.29,22129.15,
8-April-2021,22212.30,22364.74,22171.11,22210.23,
9-April-2021,22293.75,22816.74,22202.10,22724.74,
12-April-2021,22784.40,23047.46,22275.37,22550.65,
13-April-2021,22821.76,22922.84,22275.00,22399.82,
15-April-2021,22540.07,22654.54,22416.10,22582.42,
16-April-2021,22706.53,23107.27,22506.88,23006.94,
19-April-2021,22968.59,23189.52,22593.36,23106.34,
20-April-2021,23399.37,23650.27,23219.97,23387.09,
22-April-2021,23534.34,23777.29,23379.35,23419.02,
23-April-2021,23518.61,23637.59,23114.33,23320.92,
26-April-2021,23531.44,23567.93,23118.84,23171.95,
27-April-2021,23317.05,23365.59,23139.75,23343.61,
28-April-2021,23468.46,23479.00,23286.37,23320.52,
29-April-2021,23424.17,23490.49,23291.38,23356.35,
30-April-2021,23378.47,23708.94,23326.80,23530.70,
3-May-2021,23591.57,23746.36,23528.16,23681.87,
4-May-2021,23856.37,23870.67,23288.60,23325.51,
5-May-2021,23417.95,24072.01,23298.10,24038.69,
6-May-2021,24266.90,24291.22,23917.87,24047.29,
7-May-2021,24122.17,24288.01,24010.86,24048.61,
